Standard Tap	901 N 2nd Street	4:00 pm	6:00 pm	1/2 off weekly featured cocktail (rotating), 1/2 off weekly featured brewery beers (rotating), discount happy hour snacks
1 Tippling Place	2006 Chestnut Street	5:00 pm	7:00 pm	$1-2 off Select Cocktails; $5 Fish House Punch
Bainbridge Street Barrel House	625-27 S. 6th Street	4:30 pm	6:30 pm	1/2 price drafts; $5 glasses of chardonnay and cabernet
Cavanaugh's Rittenhouse	1823 Sansom Street	11:30 am	2:00 am	$4 select craft drafts and $6 Crown Royal Apple shots
Cavanaugh's Rittenhouse	1823 Sansom Street	5:00 pm	7:00 pm	$2 off beer, wine and mixed drinks; half priced pub menu
Cavanaugh's Rittenhouse	1823 Sansom Street	10:00 pm	12:00 am	$2 off beer, wine and mixed drinks; half priced pub menu
Eulogy Belgian Tavern	136 Chestnut Street	5:00 pm	7:00 pm	$3 Stella, Leffe, & Hoegaarden
M Restaurant at The Morris House	231 S. 8th Street	4:00 pm	10:00 pm	3 for $15 Bar Bites at the Bar and Outdoor Cocktail Area
M Restaurant at The Morris House	231 S. 8th Street	4:00 pm	6:00 pm	$4 Beers; $6 Wines, $6 Cocktails; 3 for $15 Bar Bites
1 Tippling Place	2006 Chestnut Street	5:00 pm	7:00 pm	$1-2 off Select Cocktails; $5 Fish House Punch
12 Steps Down	831 Christian Street	11:00 am	3:00 pm	$3 Bloody Mary's & Mimosas
12 Steps Down	831 Christian Street	5:00 pm	7:00 pm	Discounted drinks
12 Steps Down	831 Christian Street	8:00 pm	10:00 pm	
13 Restaurant	1201 Market Street	5:00 pm	7:00 pm	$3 All Drafts, $5 Cosmos
1518 Bar and Grill	1518 Sansom Street	5:00 pm	7:00 pm	$1 Off All Beer, $5 Merlot and Chardonnay, $5 Well Drinks
2nd Story Brewing	117 Chestnut Street	11:30 am	2:00 am	$4 Select Drafts, $7.50 Flights
2nd Street Brew House	1700 S 2nd Street	4:00 pm	6:00 pm	$3 select drafts & discounted food
2nd Street Brew House	1700 S 2nd Street	8:30 pm	9:30 pm	
700, The	700 N 2nd Street	5:00 pm	7:00 pm	$1 off everything
a.bar	135 S 18th Street	4:00 pm	6:00 pm	$4 Rotating Draft Beer; $1.50 Rotating Oyster in the Half Shell; $10 Raw Bar Tasting of 2 Items; $9 Cheese Plate; $8 House-Crafted Punch; $8 Select Red or White Wine
Abbaye	637 N. 3rd Street	4:00 pm	6:00 pm	$2 Off Drafts; $3 Wells; $5 Wines; Nothing Over $5 Happy Hour Menu
Abe Fisher	1623 Sansom Street	5:00 pm	7:00 pm	$5 Bites $7 Select Cocktails and Wine
Adobe Cafe - South Philly	1919 E. Passyunk Avenue	4:30 pm	6:30 pm	$2 off house Margaritas, $1 Off mixed drinks and beers, $0.45 wings, $4-5 food menu
Aki	1210 Walnut Street	4:30 pm	7:00 pm	$3 beer, $4 wine and $6 specialty cocktails and sake
Alla Spina	1410 Mount Vernon Street	4:30 pm	6:30 pm	$3 Brooklyn cans and Fernet Branca shots, half off select local drafts, $4 Deschutes Mirror Pond bottles, $6 select wines and $7 Negroni on tap; special snack menu
Alma de Cuba	1623 Walnut Street	4:00 pm	7:00 pm	$6 Select Cocktails and $6 Select Tapas in Downstairs Lounge and Bar
Amada	217 Chestnut Street	5:00 pm	7:00 pm	$4 beers, $5 Sangria. $6 wines and $8 cocktails; $5 tapas
American Sardine Bar	1800 Federal Street	4:00 pm	6:00 pm	Half off select cans, a boilermaker of the week and select food menu
Aqua	705 Chestnut Street	4:00 pm	7:00 pm	$3 Beer, $4 Wine, $5 Apps, $6 Cocktails
Atlantis	2442 Frankford Avenue	5:00 pm	7:00 pm	$0.50 Off All Drinks.
B Side Lounge	241 Chestnut Street	5:00 pm	7:00 pm	$2 Domestic Bottles, $4 Select Wines, $5 Daily Cocktail, $6 Margherita Pizza
B Side Lounge	241 Chestnut Street	10:00 pm	2:00 am	$4 Coronas, $5 Apple Martinis, $8 Tokyo Teas
Baby Blues BBQ	3402 Sansom Street	11:30 am	10:00 pm	$4 Flying Fish Drafts
Baby Blues BBQ	3402 Sansom Street	4:00 pm	6:00 pm	$3 Drafts, $4 Well Drinks, $5 Glasses of House Wine
Baggataway Tavern	31 N. Front Street	5:00 pm	7:00 pm	$3 select craft drafts and free wings
Baggataway Tavern	31 N. Front Street	8:00 pm	12:00 am	$9 pitchers of Dos Equis; Mexican food specials
Bainbridge Street Barrel House	625-27 S. 6th Street	4:30 pm	6:30 pm	1/2 price drafts; $5 glasses of chardonnay and cabernet
Balcony at the Doubletree	237 S. Broad Street	4:00 pm	6:00 pm	$4 Wines & Cocktails
Bank & Bourbon	1200 Market Street	5:00 pm	6:00 pm	Choose from 2 Tapas-Style Appetizers and 3 Cocktails for $5.50 Each; $5 Local Drafts
Bar Hygge	1720 Spring Garden Avenue	4:00 pm	6:00 pm	Discounted House Made Beer $5 Specialty Snacks
Bar Philadelphia	1309 Sansom Street	5:00 pm	7:00 pm	$1 Off All Drafts, $2 PBRs & Narragansetts, $4 Picklebacks & Fireballs
Bar-Ly	101 N. 11th Street	3:30 pm	6:30 pm	$3.25 domestic bottles; $3.50 import bottles; $3 draft beer; $4.25 cocktails; $4 martinis; $3.50 house red and white wines; $3.50 small carafe sake; $6.25 large carafe sake; $5 wine flights; $1.25 skewers, steamers, Raw Bar; $3/$3.50 snacks
Bar-Ly	101 N. 11th Street	10:00 pm	12:00 am	$3.25 domestic bottles; $3.50 import bottles; $3 draft beer; $4.25 cocktails; $4 martinis; $3.50 house red and white wines; $3.50 small carafe sake; $6.25 large carafe sake; $5 wine flights; $1.25 skewers, steamers, Raw Bar; $3/$3.50 snacks
Barbuzzo	110 S. 13th Street	10:30 pm	12:00 am	$4 draft beer, $5 glasses of Sangria, $6 glasses of wine, $10 dishes
Barcade	1114 Frankford Avenue	4:00 pm	7:00 pm	$7 Fisherman’s brew and Jim Beam shots, $1 off beer and well drinks
Barclay Prime	237 S. 18th Street	5:00 pm	6:30 pm	Lounge Only: $6 Select Cocktails
Bards, The	2013 Walnut Street	5:00 pm	8:00 pm	$3 Miller Lite & Yuengling drafts, $4 select craft beers, $5 house wines and well drinks; $4, $5 and $6 food menu
Bards, The	2013 Walnut Street	10:00 pm	12:00 am	$3 Miller Lite & Yuengling drafts, $4 select craft beers, $5 house wines and well drinks; $4, $5 and $6 food menu
Barra	239 Chestnut Street	11:00 am	4:00 pm	$10 Brick Oven Burger & Beer Special (or soda)
Barra	239 Chestnut Street	5:00 pm	7:00 pm	$2 Domestic Bottles, $4 Select Wines, $5 Daily Cocktail, $6 Margherita Pizza
Barra	239 Chestnut Street	10:00 pm	2:00 am	$4 Coronas, $5 Apple Martinis, $8 Tokyo Teas
Barra Rossa	929 Walnut Street	5:00 pm	7:00 pm	$3 Select Craft & Domestic Beers; $4 Select House Wines; $5 Select Cocktails; $5 Select Apps
Bayou Bar and Grill	4245 Main Street	11:00 am	2:00 am	$5 burgers with fries
Bayou Bar and Grill	4245 Main Street	10:00 pm	12:00 am	$1 Drinks and Drafts
Bayou Bar and Grill	4245 Main Street	10:00 pm	12:00 am	$1 Drinks and Drafts
Bierstube	206 Market Street	5:00 pm	2:00 am	Citywide Canada $5.99 - Shot of Fireball + Can of Moosehead; Citywide Germany $5.99 - Shot of Jagermeister + DAB Pounder; Citywide Philly $5.99 Shot of Jimmy Beam + PBR Pounder. Industry discount: Show you work in hospitality industry and special price is only $5
Bierstube	206 Market Street	5:00 pm	7:00 pm	Select craft and German draft beers: $3.99 for 14oz, $7.99 for liter
Birra	1700 E. Passyunk Avenue	4:00 pm	6:00 pm	$3 Red or White 12" Cheese Pizzas; 1/2 Price Pints; $5 Birra Margaritas
Bishop's Collar	2349 Fairmount Avenue	5:00 pm	7:00 pm	$1 off everything; daily food specials
Black Sheep	247 S. 17th Street	12:00 am	12:00 am	$3 Kamakaze and House Tequila shots
Black Sheep	247 S. 17th Street	4:00 pm	7:00 pm	$5 Apps, Discounted Drinks
Blind Pig, The	702 N. 2nd Street	4:30 pm	6:30 pm	$1 off drafts; $4 mixed well drinks; $5 house wine; $5 nachos, wings, chicken or veggie quesadillas; $3 corn dogs; $10 fried chicken platters until 10 PM
Bonners Irish Public	120 S 23rd Street	5:00 pm	7:00 pm	$2.25 draft pints, $4 wells and $6 PBR pitchers
Boot & Saddle	1131 S. Broad Street	6:00 pm	8:00 pm	Half-Price Specialty Cocktails and Select Drafts
Bottle Bar East	1308 Frankford Avenue	5:00 pm	7:00 pm	Half-Off Drafts and Wine, $3 Well Drinks, Half-Off Apps, $2 Off Sandwiches
Bourbon Blue	Number 2 Rector Street	5:30 pm	7:30 pm	$4 drafts, $5 house wines, $6 specialty cocktails
Brauhaus Schmitz	718 South Street	5:00 pm	7:00 pm	$4 drafts; $4 house-made sausage sandwiches
Bridget Foy's	200 South Street	5:00 pm	7:00 pm	$3 Yeungling & PBC Kenzinger Drafts, Fried Pickles, & Deviled Eggs; $5 Blood Orange Bellini's, Sangrias, House Wines, Risotto Cakes, & Artichoke Hummus; $5 Well Drinks, Cheesesteak Croquettes, Chipotle Chicken Wings, & Lamb Meatballs; $15 Sangria Pitchers
Bridget Foy's	200 South Street	8:00 pm	9:00 pm	$3 Yeungling & PBC Kenzinger Drafts, Fried Pickles, & Deviled Eggs; $5 Blood Orange Bellini's, Sangrias, House Wines, Risotto Cakes, & Artichoke Hummus; $5 Well Drinks, Cheesesteak Croquettes, Chipotle Chicken Wings, & Lamb Meatballs; $15 Sangria Pitchers
Bridgid's	726 N 24th St	4:00 pm	6:30 pm	$4 select drafts, well drinks and house wines; $5 plates and $12 fresh pastas
Brittingham's	640 E. Germantown Pike	4:00 pm	6:30 pm	$2 off all well drinks and $3 rotating drafts
Brownies Irish Pub	46 S 2nd Street	4:00 pm	6:00 pm	Half off select drafts and $1 off bottle beers and mixed drinks
BRU Craft & Wurst	1318 Chestnut Street	4:00 pm	7:00 pm	$4 drafts and craft cans, $5 house wines and house liquor; $5 starters and wurst sandwiches; Early Bird Special: from 4-5 PM all regular specials apply, plus 20% off all big bottles (500mL) and single malt Scotch
Buffalo Billiards	118 Chestnut St	6:00 pm	8:00 pm	$3 All Drafts; $4 Well Drinks; Half-Price Apps
Byrnes Tavern	3301 Richmond St	4:00 pm	6:00 pm	1/2 price select nibblers
Cactus	4243 Main Street	11:00 am	12:00 am	25 cent wings and $12 bottles of wine
Cafe at 2011	2011 Walnut St	5:00 pm	7:00 pm	$4 Yards, $5 House Wines, $6 Seasonal Cocktails
Cambridge, The	1508 South Street	4:00 pm	6:00 pm	1/2 Price 16-oz. Pints
Campbell's Place	8337 Germantown Avenue	5:00 pm	7:00 pm	$3 domestic can/bottle beer; $4 mixed well drinks; $5 house wines; $8 Lukasowa martini/cosmos; $1 off drafts; $5 bar menu
Cantina Dos Segundos	931 N. 2nd Street	4:00 pm	6:00 pm	$2 Off Drafts, $2 Mexican Beers, $20 Pitchers, $5.50 Margaritas or Sangrias
Cantina Feliz	424 S. Bethleham Pike	5:00 pm	7:00 pm	$2 Dos Equis, $3 Craft Beer, $4 House Wine, Red/White Sangria, $5 Feliz Margaritas, $2 Off Specialty Cocktails, $5 Food Menu
Cantina Los Caballitos	1651 East Passyunk Avenue	4:00 pm	6:00 pm	1/2 Off Classic Margaritas and Pitchers; 1/2 Off Sangria; $2 Off Draft Beers; $2.50 Tecates
Caribou Cafe	1126 Walnut St	4:00 pm	6:00 pm	$3 select beers, $4 house wines, $5 well drinks
Carol's Place	201 West 6th Avenue	5:00 pm	7:00 pm	$3 domestic bottles; $4 import bottles; $2.75 mixed drinks (singles); $5.50 mixed drinks (doubles); $2 pints; free pool
Cavanaugh's Headhouse Square	421 S 2nd Street	2:30 pm	12:00 am	1/2 Priced Burgers
Cavanaugh's Headhouse Square	421 S 2nd Street	7:00 pm	9:00 pm	$2 Off Everything
Cavanaugh's Headhouse Square	421 S 2nd Street	8:00 pm	10:00 pm	Hosted by Tim Gunn
Cavanaugh's Rittenhouse	1823 Sansom Street	11:30 am	2:00 am	$4 select craft drafts and $6 Crown Royal Apple shots
Cavanaugh's Rittenhouse	1823 Sansom Street	5:00 pm	7:00 pm	$2 off beer, wine and mixed drinks; half priced pub menu
Cavanaugh's Rittenhouse	1823 Sansom Street	10:00 pm	12:00 am	$2 off beer, wine and mixed drinks; half priced pub menu
Cavanaugh's University City	119 S. 39th Street	11:00 am	12:00 am	$3.95 rotating pints and $6 select mixed drinks
Cavanaugh's University City	119 S. 39th Street	5:00 pm	7:00 pm	$2.75 domestic drafts, $3.95 craft and import pints, $2 off other drinks and bottles; 25% all appetizers
Cavanaugh's University City	119 S. 39th Street	9:00 pm	12:00 am	$5 wings (starting at 4 PM), $9.99 cheeseburger or cheese steak with fries
Cedar Point Bar & Kitchen	2370 E. Norris Street	6:00 pm	7:00 pm	$1 off Old Standbys and house wines, $2 off Moscow Mule and Dark and Stormy cocktails, $8 oak-aged Negronis, $9 Old Fashioneds; $2 off Fried Pickles and Piggies and Pretzels, $4 off Wings and Veggie Wings, and $3.50 lamb sliders
Cedar Point Bar & Kitchen	2370 E. Norris Street	10:00 pm	12:00 am	$1 off Old Standbys and house wines, $2 off Moscow Mule and Dark and Stormy cocktails, $8 oak-aged Negronis, $9 Old Fashioneds; $2 off Fried Pickles and Piggies and Pretzels, $4 off Wings and Veggie Wings, and $3.50 lamb sliders
Chap's Taproom & Sports Grill	2509 West Main Street	4:00 pm	6:00 pm	Half price select drafts, $7 select pitchers, $1 off premium drafts, $3 well drinks, $3.50 Long Island Teas, $2 off all wines, and half price appetizers
Charlie was a sinner.	131 South 13th Street	4:00 pm	7:00 pm	
Charlie was a sinner.	131 South 13th Street	5:00 pm	7:00 pm	$5 cocktails, $4 wine, $3 beer and half-priced appetizers.
Chart House	555 S. Columbus Boulevard	4:30 pm	7:00 pm	$2.50 domestic bottles, $3.50 import and specialty bottles, $4 well drinks, $6 select wines and cocktails, $7 Martinis; $4-7 food menu
Cheu Noodle Bar	255 S 10th Street	5:00 am	6:30 am	$5 Food: Al Pastor Dumplings, Rangoon Dumplings, Wings, Tomato Salad, Chef Special  $6 Bartenders Cocktail $2 High Life's $1 Off Drafts $2 Off Wines
Chickie's and Pete's Crab House and Sports Bar	1526 Packer Avenue	10:00 pm	12:00 am	$7 specialty drinks, $5 personal pitchers, $3 domestic bottles and house mixed drinks, $2 off premium wines and liquors, $1 off all craft drafts
Chima Brazilian Steakhouse	1901 JFK Blvd	5:00 pm	7:00 pm	$5 craft beers, wines, Caipirinhas and appetizers
Chris' Jazz Cafe	1421 Sansom Street	5:00 pm	7:00 pm	$5 Select Irish Whiskey $3 Select Domestic Bottles
City Tap House	3925 Walnut Street	5:00 pm	7:00 pm	$2 Off All Drafts and House Wine
City Tap House	3925 Walnut Street	6:00 pm	9:00 pm	Live Music with Mike Maguire
CJ & Ecks	384 Shurs Lane	4:00 pm	6:00 pm	$2 Domestics & $3 Micro/Imports
CJ & Ecks	384 Shurs Lane	9:00 pm	11:00 pm	$2.50 domestic and $3.50 premium pounders
Coeur	824 South 8th Street	11:30 am	5:00 pm	Come in for day drinking and get 20% off your total bill
Coeur	824 South 8th Street	5:00 pm	7:00 pm	$5 All Draft Wine $4 All Draft Beer $5 Happy Hour Food Menu $5 Kids Meals
Con Murphy's	1700 Benjamin Franklin Parkway	4:00 pm	6:00 pm	$3 house pints, $4 select pints and well drinks, and $2 off all wines; $5 apps
Continental Midtown	1801 Chestnut Street	5:00 pm	7:00 pm	$5 select wines, $3 Miller Lite, 1/2 price regular cocktails, discounted specialty cocktails, 1/2 select plates
Continental Old City	138 Market Street	5:00 pm	7:00 pm	$3 Drafts, $4 Wines, $5 Specialty Cocktails, $1-$2 Tapas Bites
Cook and Shaker	2301 E. Albert Street	5:00 pm	7:00 pm	Draft specials and half off appetizers
Cooperage Wine & Whiskey Bar	601 Walnut Street	4:00 pm	7:00 pm	$4 Draft Beers; $5 Glasses of Wine; $6 Mixed Drinks
Copabanana South Street	344 South Street	4:00 pm	7:00 pm	$5 appetizers, Mojitos and Margaritas,$4 call drinks and $3 well drinks
Copabanana University City	4000 Spruce Street	5:00 pm	7:00 pm	$3 and $4 draft beers, $3 well cocktails and $6 nachos and chicken and veggie quesadillas
Couch Tomato, The	102 Rector Street	4:30 pm	6:30 pm	Ask about the daily craft beer special
Couch Tomato, The	102 Rector Street	6:30 pm	10:00 pm	1/2 Off draft ciders
Crime & Punishment Brewing Company	2711 W Girard Avenue	4:00 pm	7:00 pm	$1 off all beers $5 Kielbasa Sandwiches
Cuba Libre	10 S 2nd Street	5:00 pm	7:00 pm	$5 cocktails, $4 Sangria, $4 select wines and beers; $4, $5 and $6 small bites
Curran's Irish Inn	6900 State Road	4:00 pm	6:00 pm	$2.25 domestic drafts and $2.75 domestic bottles
Dandelion	124 18th St	5:00 pm	7:00 pm	$2 Snacks, $3 Select Drafts, $4 House Wines, All at Downstairs Bar Only
Dave & Buster's	325 N Columbus Blvd	11:30 am	12:00 am	1/2 Price Games
Dave & Buster's	325 N Columbus Blvd	8:00 pm	10:00 pm	Half-priced cocktails, $1 off 22oz drafts and glasses of wine, and $3 off bottles of wine
Davio's Northern Italian Steakhouse	111 S 17th Street	5:00 pm	7:00 pm	$5 Martinis, discounted draft beer and wines by the glass, complimentary hor'dourves
Dawson Street Pub	100 Dawson Street	5:00 pm	7:00 pm	Half price draft beers and special Happy Hour food menu
